title,diffIndex,level,raw
Scarlet Lance,1,3,Lv. 3
Scarlet Lance,2,6,Lv. 6
Scarlet Lance,3,8.5,Lv. 8.5
Scarlet Lance,4,11.2,Lv. 11.2
Scarlet Lance,5,13,Lv. 13
Scars of FAUNA,1,2,Lv. 2
Scars of FAUNA,2,5,Lv. 5
Scars of FAUNA,3,7,Lv. 7
Scars of FAUNA,4,9.6,Lv. 9.6
Scars of FAUNA,5,12.7,Lv. 12.7
Schwarzschild,1,4,Lv. 4
Schwarzschild,2,6,Lv. 6
Schwarzschild,3,8.9,Lv. 8.9
Schwarzschild,4,11.5,Lv. 11.5
Schwarzschild,5,13.5,Lv. 13.5
Schwarzschild,6,13.9,Lv. 13.9
Scream out! -maimai SONIC WASHER Edit-,1,3,Lv. 3
Scream out! -maimai SONIC WASHER Edit-,2,5,Lv. 5
Scream out! -maimai SONIC WASHER Edit-,3,7.8,Lv. 7.8
Scream out! -maimai SONIC WASHER Edit-,4,10.8,Lv. 10.8
Scream out! -maimai SONIC WASHER Edit-,5,12.8,Lv. 12.8
SEGA SATURN Startup Sound[H.][Remix],1,2,Lv. 2
SEGA SATURN Startup Sound[H.][Remix],2,3,Lv. 3
SEGA SATURN Startup Sound[H.][Remix],3,6.3,Lv. 6.3
SEGA SATURN Startup Sound[H.][Remix],4,9.6,Lv. 9.6
SEGA SATURN Startup Sound[H.][Remix],5,11.7,Lv. 11.7
SEHA GA GA GANBATCHAU,1,3,Lv. 3
SEHA GA GA GANBATCHAU,2,5,Lv. 5
SEHA GA GA GANBATCHAU,3,7.3,Lv. 7.3
SEHA GA GA GANBATCHAU,4,9.7,Lv. 9.7
SEHA GA GA GANBATCHAU,5,11.9,Lv. 11.9
Sekishinsei：Kamatoto Araryoji,1,3,Lv. 3
Sekishinsei：Kamatoto Araryoji,2,5,Lv. 5
Sekishinsei：Kamatoto Araryoji,3,7,Lv. 7
Sekishinsei：Kamatoto Araryoji,4,8.4,Lv. 8.4
Sekishinsei：Kamatoto Araryoji,5,12.5,Lv. 12.5
Selector,1,2,Lv. 2
Selector,2,5,Lv. 5
Selector,3,7,Lv. 7
Selector,4,10.2,Lv. 10.2
Selector,5,12.6,Lv. 12.6
Senbon Zakura,1,2,Lv. 2
Senbon Zakura,2,4,Lv. 4
Senbon Zakura,3,7.4,Lv. 7.4
Senbon Zakura,4,9.1,Lv. 9.1
Senbon Zakura,5,12.1,Lv. 12.1
Sennou,1,1,Lv. 1
Sennou,2,4,Lv. 4
Sennou,3,6.3,Lv. 6.3
Sennou,4,9,Lv. 9
Sennou,5,10.3,Lv. 10.3
Sennou,6,10.7,Lv. 10.7
Session High!!,1,2,Lv. 2
Session High!!,2,5,Lv. 5
Session High!!,3,6.8,Lv. 6.8
Session High!!,4,9.1,Lv. 9.1
Session High!!,5,11.8,Lv. 11.8
Setsuna Trip,1,2,Lv. 2
Setsuna Trip,2,4,Lv. 4
Setsuna Trip,3,6.8,Lv. 6.8
Setsuna Trip,4,9.5,Lv. 9.5
Setsuna Trip,5,12.1,Lv. 12.1
Seyana. ～AKANE's anything ok～,1,3,Lv. 3
Seyana. ～AKANE's anything ok～,2,4,Lv. 4
Seyana. ～AKANE's anything ok～,3,6.8,Lv. 6.8
Seyana. ～AKANE's anything ok～,4,9,Lv. 9
Seyana. ～AKANE's anything ok～,5,12,Lv. 12
shake it!,1,2,Lv. 2
shake it!,2,4,Lv. 4
shake it!,3,6.8,Lv. 6.8
shake it!,4,7.5,Lv. 7.5
shake it!,5,10.8,Lv. 10.8
Shiawase ni Nareru Kakushi Command ga Arurashii,1,3,Lv. 3
Shiawase ni Nareru Kakushi Command ga Arurashii,2,5,Lv. 5
Shiawase ni Nareru Kakushi Command ga Arurashii,3,8.5,Lv. 8.5
Shiawase ni Nareru Kakushi Command ga Arurashii,4,10.8,Lv. 10.8
Shiawase ni Nareru Kakushi Command ga Arurashii,5,12.9,Lv. 12.9
Shiawase Usagi,1,2,Lv. 2
Shiawase Usagi,2,4,Lv. 4
Shiawase Usagi,3,6.5,Lv. 6.5
Shiawase Usagi,4,7.5,Lv. 7.5
Shiawase Usagi,5,10,Lv. 10
SHIN HANDSOME TAISOU DE ZUNDOKOHOI,1,2,Lv. 2
SHIN HANDSOME TAISOU DE ZUNDOKOHOI,2,5,Lv. 5
SHIN HANDSOME TAISOU DE ZUNDOKOHOI,3,6.2,Lv. 6.2
SHIN HANDSOME TAISOU DE ZUNDOKOHOI,4,8.9,Lv. 8.9
SHIN HANDSOME TAISOU DE ZUNDOKOHOI,5,12,Lv. 12
Shinchoku Doudesuka?,1,3,Lv. 3
Shinchoku Doudesuka?,2,5,Lv. 5
Shinchoku Doudesuka?,3,7.8,Lv. 7.8
Shinchoku Doudesuka?,4,9.5,Lv. 9.5
Shinchoku Doudesuka?,5,12.3,Lv. 12.3
SHINDESHIMAUTOWA NASAKENAI,1,2,Lv. 2
SHINDESHIMAUTOWA NASAKENAI,2,5,Lv. 5
SHINDESHIMAUTOWA NASAKENAI,3,7,Lv. 7
SHINDESHIMAUTOWA NASAKENAI,4,8.7,Lv. 8.7
SHINDESHIMAUTOWA NASAKENAI,5,11.7,Lv. 11.7
Shinebaiinoni,1,2,Lv. 2
Shinebaiinoni,2,4,Lv. 4
Shinebaiinoni,3,6.2,Lv. 6.2
Shinebaiinoni,4,8.9,Lv. 8.9
Shinebaiinoni,5,11.7,Lv. 11.7
SHINYDAYS,1,1,Lv. 1
SHINYDAYS,2,3,Lv. 3
SHINYDAYS,3,5.8,Lv. 5.8
SHINYDAYS,4,7.8,Lv. 7.8
SHINYDAYS,5,11,Lv. 11
Shirayuki,1,2,Lv. 2
Shirayuki,2,5,Lv. 5
Shirayuki,3,7.4,Lv. 7.4
Shirayuki,4,9.8,Lv. 9.8
Shirayuki,5,12.2,Lv. 12.2
Showtime,1,1,Lv. 1
Showtime,2,4,Lv. 4
Showtime,3,5.8,Lv. 5.8
Showtime,4,7.8,Lv. 7.8
Showtime,5,10.1,Lv. 10.1
Shuuten,1,3,Lv. 3
Shuuten,2,5,Lv. 5
Shuuten,3,7.7,Lv. 7.7
Shuuten,4,10.8,Lv. 10.8
Shuuten,5,12.8,Lv. 12.8
ShuwaSupa Daisakusen,1,2,Lv. 2
ShuwaSupa Daisakusen,2,5,Lv. 5
ShuwaSupa Daisakusen,3,6.7,Lv. 6.7
ShuwaSupa Daisakusen,4,8.4,Lv. 8.4
ShuwaSupa Daisakusen,5,11.1,Lv. 11.1
Signature,1,3,Lv. 3
Signature,2,4,Lv. 4
Signature,3,7.8,Lv. 7.8
Signature,4,10.8,Lv. 10.8
Signature,5,12.2,Lv. 12.2
Signs Of Love (“Never More” ver.),1,2,Lv. 2
Signs Of Love (“Never More” ver.),2,4,Lv. 4
Signs Of Love (“Never More” ver.),3,7,Lv. 7
Signs Of Love (“Never More” ver.),4,9.9,Lv. 9.9
Signs Of Love (“Never More” ver.),5,11.7,Lv. 11.7
SILENT BLUE,1,4,Lv. 4
SILENT BLUE,2,5,Lv. 5
SILENT BLUE,3,8,Lv. 8
SILENT BLUE,4,11.4,Lv. 11.4
SILENT BLUE,5,13.8,Lv. 13.8
Sissou Ensemble,1,3,Lv. 3
Sissou Ensemble,2,5,Lv. 5
Sissou Ensemble,3,7.8,Lv. 7.8
Sissou Ensemble,4,9.8,Lv. 9.8
Sissou Ensemble,5,12.5,Lv. 12.5
Six Trillion Years and Overnight Story,1,3,Lv. 3
Six Trillion Years and Overnight Story,2,5,Lv. 5
Six Trillion Years and Overnight Story,3,7,Lv. 7
Six Trillion Years and Overnight Story,4,9,Lv. 9
Six Trillion Years and Overnight Story,5,12.5,Lv. 12.5
Sky High [Reborn],1,2,Lv. 2
Sky High [Reborn],2,5,Lv. 5
Sky High [Reborn],3,7.4,Lv. 7.4
Sky High [Reborn],4,9,Lv. 9
Sky High [Reborn],5,11.2,Lv. 11.2
Slip Flip,1,3,Lv. 3
Slip Flip,2,4,Lv. 4
Slip Flip,3,7.5,Lv. 7.5
Slip Flip,4,9.1,Lv. 9.1
Slip Flip,5,12.4,Lv. 12.4
SLoWMoTIoN,1,2,Lv. 2
SLoWMoTIoN,2,4,Lv. 4
SLoWMoTIoN,3,6.5,Lv. 6.5
SLoWMoTIoN,4,8.1,Lv. 8.1
SLoWMoTIoN,5,11,Lv. 11
Soran☆Bushi,1,3,Lv. 3
Soran☆Bushi,2,5,Lv. 5
Soran☆Bushi,3,7.2,Lv. 7.2
Soran☆Bushi,4,9.8,Lv. 9.8
Soran☆Bushi,5,11.7,Lv. 11.7
Soranimae Sumizomenosakura,1,2,Lv. 2
Soranimae Sumizomenosakura,2,4,Lv. 4
Soranimae Sumizomenosakura,3,6.4,Lv. 6.4
Soranimae Sumizomenosakura,4,9.5,Lv. 9.5
Soranimae Sumizomenosakura,5,12.1,Lv. 12.1
Sosya ha tada senaka to violin de katarunomi,1,4,Lv. 4
Sosya ha tada senaka to violin de katarunomi,2,6,Lv. 6
Sosya ha tada senaka to violin de katarunomi,3,8.4,Lv. 8.4
Sosya ha tada senaka to violin de katarunomi,4,10.5,Lv. 10.5
Sosya ha tada senaka to violin de katarunomi,5,12.7,Lv. 12.7
sound,1,2,Lv. 2
sound,2,4,Lv. 4
sound,3,6.2,Lv. 6.2
sound,4,8.2,Lv. 8.2
sound,5,11.2,Lv. 11.2
soushisouai,1,2,Lv. 2
soushisouai,2,5,Lv. 5
soushisouai,3,7.8,Lv. 7.8
soushisouai,4,9.8,Lv. 9.8
soushisouai,5,12.2,Lv. 12.2
Space Harrier Main Theme [Reborn],1,2,Lv. 2
Space Harrier Main Theme [Reborn],2,5,Lv. 5
Space Harrier Main Theme [Reborn],3,6.8,Lv. 6.8
Space Harrier Main Theme [Reborn],4,9.9,Lv. 9.9
Space Harrier Main Theme [Reborn],5,12.5,Lv. 12.5
specialist (“Never More” ver.),1,1,Lv. 1
specialist (“Never More” ver.),2,4,Lv. 4
specialist (“Never More” ver.),3,6.4,Lv. 6.4
specialist (“Never More” ver.),4,9.2,Lv. 9.2
specialist (“Never More” ver.),5,11.4,Lv. 11.4
SPiCa,1,2,Lv. 2
SPiCa,2,4,Lv. 4
SPiCa,3,6.4,Lv. 6.4
SPiCa,4,8.4,Lv. 8.4
SPiCa,5,11.3,Lv. 11.3
SPICY SWINGY STYLE,1,3,Lv. 3
SPICY SWINGY STYLE,2,5,Lv. 5
SPICY SWINGY STYLE,3,7.8,Lv. 7.8
SPICY SWINGY STYLE,4,10,Lv. 10
SPICY SWINGY STYLE,5,12.1,Lv. 12.1
SPILL OVER COLORS,1,3,Lv. 3
SPILL OVER COLORS,2,4,Lv. 4
SPILL OVER COLORS,3,7.7,Lv. 7.7
SPILL OVER COLORS,4,10,Lv. 10
SPILL OVER COLORS,5,12.2,Lv. 12.2
Spin me harder,1,3,Lv. 3
Spin me harder,2,6,Lv. 6
Spin me harder,3,7.6,Lv. 7.6
Spin me harder,4,10.7,Lv. 10.7
Spin me harder,5,12.5,Lv. 12.5
Sprintrances,1,3,Lv. 3
Sprintrances,2,5,Lv. 5
Sprintrances,3,7.8,Lv. 7.8
Sprintrances,4,9.6,Lv. 9.6
Sprintrances,5,11.7,Lv. 11.7
STAIRWAY TO GENERATION,1,2,Lv. 2
STAIRWAY TO GENERATION,2,5,Lv. 5
STAIRWAY TO GENERATION,3,7,Lv. 7
STAIRWAY TO GENERATION,4,9.8,Lv. 9.8
STAIRWAY TO GENERATION,5,12.2,Lv. 12.2
Stand Up!!!!,1,2,Lv. 2
Stand Up!!!!,2,4,Lv. 4
Stand Up!!!!,3,6.5,Lv. 6.5
Stand Up!!!!,4,8.8,Lv. 8.8
Stand Up!!!!,5,11,Lv. 11
Star Night Snow,1,2,Lv. 2
Star Night Snow,2,4,Lv. 4
Star Night Snow,3,6.4,Lv. 6.4
Star Night Snow,4,8.9,Lv. 8.9
Star Night Snow,5,10.8,Lv. 10.8
Star☆Glitter,1,2,Lv. 2
Star☆Glitter,2,4,Lv. 4
Star☆Glitter,3,7,Lv. 7
Star☆Glitter,4,9.5,Lv. 9.5
Star☆Glitter,5,11.3,Lv. 11.3
StargazeR,1,2,Lv. 2
StargazeR,2,4,Lv. 4
StargazeR,3,6.8,Lv. 6.8
StargazeR,4,9.2,Lv. 9.2
StargazeR,5,11,Lv. 11
Starlight Dance Floor,1,1,Lv. 1
Starlight Dance Floor,2,4,Lv. 4
Starlight Dance Floor,3,6.8,Lv. 6.8
Starlight Dance Floor,4,8.8,Lv. 8.8
Starlight Dance Floor,5,11.1,Lv. 11.1
Starlight Disco,1,2,Lv. 2
Starlight Disco,2,4,Lv. 4
Starlight Disco,3,7,Lv. 7
Starlight Disco,4,10.4,Lv. 10.4
Starlight Disco,5,10.6,Lv. 10.6
Starlight Disco,6,11.6,Lv. 11.6
Starlight Vision,1,2,Lv. 2
Starlight Vision,2,4,Lv. 4
Starlight Vision,3,7,Lv. 7
Starlight Vision,4,9.8,Lv. 9.8
Starlight Vision,5,11.4,Lv. 11.4
Still,1,2,Lv. 2
Still,2,4,Lv. 4
Still,3,6.8,Lv. 6.8
Still,4,9.7,Lv. 9.7
Still,5,12.4,Lv. 12.4
Streak,1,3,Lv. 3
Streak,2,6,Lv. 6
Streak,3,7.3,Lv. 7.3
Streak,4,10.8,Lv. 10.8
Streak,5,12.3,Lv. 12.3
Streaming Heart,1,3,Lv. 3
Streaming Heart,2,4,Lv. 4
Streaming Heart,3,7.2,Lv. 7.2
Streaming Heart,4,9.1,Lv. 9.1
Streaming Heart,5,12,Lv. 12
Sugar Song and Bitter Step,1,2,Lv. 2
Sugar Song and Bitter Step,2,5,Lv. 5
Sugar Song and Bitter Step,3,7,Lv. 7
Sugar Song and Bitter Step,4,8.6,Lv. 8.6
Sugar Song and Bitter Step,5,11.7,Lv. 11.7
Sun Dance,1,2,Lv. 2
Sun Dance,2,4,Lv. 4
Sun Dance,3,6.8,Lv. 6.8
Sun Dance,4,7.7,Lv. 7.7
Sun Dance,5,9.1,Lv. 9.1
Sun Dance,6,12.9,Lv. 12.9
Sunshine world tour,1,2,Lv. 2
Sunshine world tour,2,4,Lv. 4
Sunshine world tour,3,7,Lv. 7
Sunshine world tour,4,8.8,Lv. 8.8
Sunshine world tour,5,11,Lv. 11
Super Nuko Ni Naritai,1,2,Lv. 2
Super Nuko Ni Naritai,2,4,Lv. 4
Super Nuko Ni Naritai,3,7.5,Lv. 7.5
Super Nuko Ni Naritai,4,9.2,Lv. 9.2
Super Nuko Ni Naritai,5,12.2,Lv. 12.2
Superlative,1,3,Lv. 3
Superlative,2,5,Lv. 5
Superlative,3,7.9,Lv. 7.9
Superlative,4,10.2,Lv. 10.2
Superlative,5,10.8,Lv. 10.8
SUSHITABETAI feat.SoySauce,1,1,Lv. 1
SUSHITABETAI feat.SoySauce,2,4,Lv. 4
SUSHITABETAI feat.SoySauce,3,6.5,Lv. 6.5
SUSHITABETAI feat.SoySauce,4,8.8,Lv. 8.8
SUSHITABETAI feat.SoySauce,5,11.7,Lv. 11.7
Sweet Devil,1,2,Lv. 2
Sweet Devil,2,4,Lv. 4
Sweet Devil,3,6.6,Lv. 6.6
Sweet Devil,4,9.8,Lv. 9.8
Sweet Devil,5,11.3,Lv. 11.3
sweet little sister,1,2,Lv. 2
sweet little sister,2,4,Lv. 4
sweet little sister,3,6.3,Lv. 6.3
sweet little sister,4,9.1,Lv. 9.1
sweet little sister,5,11.7,Lv. 11.7
Sweet Magic,1,2,Lv. 2
Sweet Magic,2,4,Lv. 4
Sweet Magic,3,6.3,Lv. 6.3
Sweet Magic,4,9.1,Lv. 9.1
Sweet Magic,5,10.5,Lv. 10.5
Sweetiex2,1,2,Lv. 2
Sweetiex2,2,4,Lv. 4
Sweetiex2,3,6.1,Lv. 6.1
Sweetiex2,4,7.3,Lv. 7.3
Sweetiex2,5,9.9,Lv. 9.9
Sweets×Sweets,1,2,Lv. 2
Sweets×Sweets,2,5,Lv. 5
Sweets×Sweets,3,6.6,Lv. 6.6
Sweets×Sweets,4,8,Lv. 8
Sweets×Sweets,5,9.7,Lv. 9.7
System “Z”,1,3,Lv. 3
System “Z”,2,5,Lv. 5
System “Z”,3,8.3,Lv. 8.3
System “Z”,4,11.7,Lv. 11.7
System “Z”,5,13.2,Lv. 13.2
Syukudai ga owaranai!,1,2,Lv. 2
Syukudai ga owaranai!,2,4,Lv. 4
Syukudai ga owaranai!,3,6.8,Lv. 6.8
Syukudai ga owaranai!,4,8.9,Lv. 8.9
Syukudai ga owaranai!,5,11.7,Lv. 11.7
taboo tears you up,1,3,Lv. 3
taboo tears you up,2,5,Lv. 5
taboo tears you up,3,7.4,Lv. 7.4
taboo tears you up,4,9.6,Lv. 9.6
taboo tears you up,5,11.7,Lv. 11.7
Takahase! Meijin-Man,1,2,Lv. 2
Takahase! Meijin-Man,2,4,Lv. 4
Takahase! Meijin-Man,3,6.7,Lv. 6.7
Takahase! Meijin-Man,4,8.2,Lv. 8.2
Takahase! Meijin-Man,5,12.5,Lv. 12.5
Teach Me Magical Lyrics!,1,2,Lv. 2
Teach Me Magical Lyrics!,2,6,Lv. 6
Teach Me Magical Lyrics!,3,7.2,Lv. 7.2
Teach Me Magical Lyrics!,4,8.1,Lv. 8.1
Teach Me Magical Lyrics!,5,9.7,Lv. 9.7
Tears and Meteor,1,2,Lv. 2
Tears and Meteor,2,5,Lv. 5
Tears and Meteor,3,7,Lv. 7
Tears and Meteor,4,9.2,Lv. 9.2
Tears and Meteor,5,10.6,Lv. 10.6
Tell Your World,1,1,Lv. 1
Tell Your World,2,4,Lv. 4
Tell Your World,3,6.7,Lv. 6.7
Tell Your World,4,8.9,Lv. 8.9
Tell Your World,5,10.7,Lv. 10.7
Tell Your World,6,11.2,Lv. 11.2
tengokutojigokukotonoharinne,1,2,Lv. 2
tengokutojigokukotonoharinne,2,4,Lv. 4
tengokutojigokukotonoharinne,3,6.8,Lv. 6.8
tengokutojigokukotonoharinne,4,9.8,Lv. 9.8
tengokutojigokukotonoharinne,5,11.8,Lv. 11.8
Tengu No Otoshibumi feat. Ytr,1,2,Lv. 2
Tengu No Otoshibumi feat. Ytr,2,4,Lv. 4
Tengu No Otoshibumi feat. Ytr,3,6.8,Lv. 6.8
Tengu No Otoshibumi feat. Ytr,4,10,Lv. 10
Tengu No Otoshibumi feat. Ytr,5,11.9,Lv. 11.9
Terminal Storm,1,2,Lv. 2
Terminal Storm,2,4,Lv. 4
Terminal Storm,3,7,Lv. 7
Terminal Storm,4,9.7,Lv. 9.7
Terminal Storm,5,12.1,Lv. 12.1
TEWI！ ～EIENTEWIVer～,1,3,Lv. 3
TEWI！ ～EIENTEWIVer～,2,4,Lv. 4
TEWI！ ～EIENTEWIVer～,3,6.5,Lv. 6.5
TEWI！ ～EIENTEWIVer～,4,8,Lv. 8
TEWI！ ～EIENTEWIVer～,5,10.7,Lv. 10.7
TEWI！ ～EIENTEWIVer～,6,11.5,Lv. 11.5
The “Wanderlast”,1,3,Lv. 3
The “Wanderlast”,2,5,Lv. 5
The “Wanderlast”,3,7.8,Lv. 7.8
The “Wanderlast”,4,10.8,Lv. 10.8
The “Wanderlast”,5,12.8,Lv. 12.8
The Defeated Boy,1,3,Lv. 3
The Defeated Boy,2,5,Lv. 5
The Defeated Boy,3,7.8,Lv. 7.8
The Defeated Boy,4,10,Lv. 10
The Defeated Boy,5,12.1,Lv. 12.1
The Disappearance of Hatsune Miku,1,3,Lv. 3
The Disappearance of Hatsune Miku,2,5,Lv. 5
The Disappearance of Hatsune Miku,3,8,Lv. 8
The Disappearance of Hatsune Miku,4,10,Lv. 10
The Disappearance of Hatsune Miku,5,12.8,Lv. 12.8
the EmpErroR,1,3,Lv. 3
the EmpErroR,2,5,Lv. 5
the EmpErroR,3,9.7,Lv. 9.7
the EmpErroR,4,12,Lv. 12
the EmpErroR,5,13.6,Lv. 13.6
the EmpErroR,6,13.9,Lv. 13.9
The Great Journey,1,2,Lv. 2
The Great Journey,2,4,Lv. 4
The Great Journey,3,6,Lv. 6
The Great Journey,4,8.9,Lv. 8.9
The Great Journey,5,10,Lv. 10
The Intense Singing of Hatsune Miku,1,3,Lv. 3
The Intense Singing of Hatsune Miku,2,6,Lv. 6
The Intense Singing of Hatsune Miku,3,8,Lv. 8
The Intense Singing of Hatsune Miku,4,10.8,Lv. 10.8
The Intense Singing of Hatsune Miku,5,13.5,Lv. 13.5
The Lamentations of the Lost Ones,1,2,Lv. 2
The Lamentations of the Lost Ones,2,4,Lv. 4
The Lamentations of the Lost Ones,3,6,Lv. 6
The Lamentations of the Lost Ones,4,9.2,Lv. 9.2
The Lamentations of the Lost Ones,5,12.2,Lv. 12.2
The Lamentations of the Lost Ones,6,12.9,Lv. 12.9
The MMORPG Addict's Anthem,1,2,Lv. 2
The MMORPG Addict's Anthem,2,4,Lv. 4
The MMORPG Addict's Anthem,3,7,Lv. 7
The MMORPG Addict's Anthem,4,9,Lv. 9
The MMORPG Addict's Anthem,5,12.3,Lv. 12.3
THE RHYTHM SENSE TEST,1,4,Lv. 4
THE RHYTHM SENSE TEST,2,6,Lv. 6
THE RHYTHM SENSE TEST,3,8,Lv. 8
THE RHYTHM SENSE TEST,4,10,Lv. 10
THE RHYTHM SENSE TEST,5,12,Lv. 12
The Snow White Princess is,1,2,Lv. 2
The Snow White Princess is,2,5,Lv. 5
The Snow White Princess is,3,7.2,Lv. 7.2
The Snow White Princess is,4,9.8,Lv. 9.8
The Snow White Princess is,5,11.7,Lv. 11.7
The Synesthesia Ghost,1,2,Lv. 2
The Synesthesia Ghost,2,4,Lv. 4
The Synesthesia Ghost,3,6.4,Lv. 6.4
The Synesthesia Ghost,4,9.5,Lv. 9.5
The Synesthesia Ghost,5,11.7,Lv. 11.7
The wheel to the right,1,4,Lv. 4
The wheel to the right,2,6,Lv. 6
The wheel to the right,3,8.1,Lv. 8.1
The wheel to the right,4,11,Lv. 11
The wheel to the right,5,12.9,Lv. 12.9
The★Tanko★Bushi,1,3,Lv. 3
The★Tanko★Bushi,2,4,Lv. 4
The★Tanko★Bushi,3,6.3,Lv. 6.3
The★Tanko★Bushi,4,8.5,Lv. 8.5
The★Tanko★Bushi,5,11.7,Lv. 11.7
Theme of Phantom R,1,2,Lv. 2
Theme of Phantom R,2,5,Lv. 5
Theme of Phantom R,3,7,Lv. 7
Theme of Phantom R,4,8.9,Lv. 8.9
Theme of Phantom R,5,11.3,Lv. 11.3
This game,1,2,Lv. 2
This game,2,4,Lv. 4
This game,3,6.6,Lv. 6.6
This game,4,9.9,Lv. 9.9
This game,5,12,Lv. 12
This Messed-Up Wonderful World Exists For Me,1,2,Lv. 2
This Messed-Up Wonderful World Exists For Me,2,4,Lv. 4
This Messed-Up Wonderful World Exists For Me,3,6.8,Lv. 6.8
This Messed-Up Wonderful World Exists For Me,4,9.5,Lv. 9.5
This Messed-Up Wonderful World Exists For Me,5,11.7,Lv. 11.7
TiamaT:F minor,1,3,Lv. 3
TiamaT:F minor,2,6,Lv. 6
TiamaT:F minor,3,9.5,Lv. 9.5
TiamaT:F minor,4,11.8,Lv. 11.8
TiamaT:F minor,5,13.2,Lv. 13.2
Tic Tac DREAMIN’,1,1,Lv. 1
Tic Tac DREAMIN’,2,4,Lv. 4
Tic Tac DREAMIN’,3,6.5,Lv. 6.5
Tic Tac DREAMIN’,4,8,Lv. 8
Tic Tac DREAMIN’,5,11,Lv. 11
Time To Make History (AKIRA YAMAOKA Remix),1,3,Lv. 3
Time To Make History (AKIRA YAMAOKA Remix),2,5,Lv. 5
Time To Make History (AKIRA YAMAOKA Remix),3,7.4,Lv. 7.4
Time To Make History (AKIRA YAMAOKA Remix),4,9.6,Lv. 9.6
Time To Make History (AKIRA YAMAOKA Remix),5,12.5,Lv. 12.5
toho yoyomu -the maximum moving about-,1,3,Lv. 3
toho yoyomu -the maximum moving about-,2,5,Lv. 5
toho yoyomu -the maximum moving about-,3,7.5,Lv. 7.5
toho yoyomu -the maximum moving about-,4,8.3,Lv. 8.3
toho yoyomu -the maximum moving about-,5,11.7,Lv. 11.7
TOKYO REAL WORLD,1,2,Lv. 2
TOKYO REAL WORLD,2,4,Lv. 4
TOKYO REAL WORLD,3,6.7,Lv. 6.7
TOKYO REAL WORLD,4,7.7,Lv. 7.7
TOKYO REAL WORLD,5,9.8,Lv. 9.8
Tokyo Retro,1,1,Lv. 1
Tokyo Retro,2,4,Lv. 4
Tokyo Retro,3,6.2,Lv. 6.2
Tokyo Retro,4,8.4,Lv. 8.4
Tokyo Retro,5,10.5,Lv. 10.5
Tonchinkan no en,1,2,Lv. 2
Tonchinkan no en,2,5,Lv. 5
Tonchinkan no en,3,7.9,Lv. 7.9
Tonchinkan no en,4,9.7,Lv. 9.7
Tonchinkan no en,5,12.7,Lv. 12.7
Touhou Sweets! ~The Brutal Sisters and Suffering Maid~,1,2,Lv. 2
Touhou Sweets! ~The Brutal Sisters and Suffering Maid~,2,4,Lv. 4
Touhou Sweets! ~The Brutal Sisters and Suffering Maid~,3,6.9,Lv. 6.9
Touhou Sweets! ~The Brutal Sisters and Suffering Maid~,4,9.1,Lv. 9.1
Touhou Sweets! ~The Brutal Sisters and Suffering Maid~,5,11.4,Lv. 11.4
True Love Song,1,2,Lv. 2
True Love Song,2,4,Lv. 4
True Love Song,3,6.4,Lv. 6.4
True Love Song,4,8.8,Lv. 8.8
True Love Song,5,9.8,Lv. 9.8
true my heart -Lovable mix-,1,1,Lv. 1
true my heart -Lovable mix-,2,4,Lv. 4
true my heart -Lovable mix-,3,6.2,Lv. 6.2
true my heart -Lovable mix-,4,8.8,Lv. 8.8
true my heart -Lovable mix-,5,11,Lv. 11
TRUST,1,3,Lv. 3
TRUST,2,5,Lv. 5
TRUST,3,7,Lv. 7
TRUST,4,9.8,Lv. 9.8
TRUST,5,12.1,Lv. 12.1
Tsuki Ni Murakumo Hana Ni Kaze,1,2,Lv. 2
Tsuki Ni Murakumo Hana Ni Kaze,2,4,Lv. 4
Tsuki Ni Murakumo Hana Ni Kaze,3,6.5,Lv. 6.5
Tsuki Ni Murakumo Hana Ni Kaze,4,8.7,Lv. 8.7
Tsuki Ni Murakumo Hana Ni Kaze,5,11.7,Lv. 11.7
Turkish March - OWATA＼(^o^)／,1,2,Lv. 2
Turkish March - OWATA＼(^o^)／,2,3,Lv. 3
Turkish March - OWATA＼(^o^)／,3,6.8,Lv. 6.8
Turkish March - OWATA＼(^o^)／,4,8.2,Lv. 8.2
Turkish March - OWATA＼(^o^)／,5,12.5,Lv. 12.5
Turn around,1,3,Lv. 3
Turn around,2,6,Lv. 6
Turn around,3,7.3,Lv. 7.3
Turn around,4,11.8,Lv. 11.8
Turn around,5,12.2,Lv. 12.2
Turn To The Rainbow,1,3,Lv. 3
Turn To The Rainbow,2,5,Lv. 5
Turn To The Rainbow,3,7.6,Lv. 7.6
Turn To The Rainbow,4,9.5,Lv. 9.5
Turn To The Rainbow,5,10.8,Lv. 10.8
ULTRA B+K,1,3,Lv. 3
ULTRA B+K,2,5,Lv. 5
ULTRA B+K,3,7.8,Lv. 7.8
ULTRA B+K,4,10.5,Lv. 10.5
ULTRA B+K,5,12.9,Lv. 12.9
Ultranova,1,3,Lv. 3
Ultranova,2,5,Lv. 5
Ultranova,3,7.8,Lv. 7.8
Ultranova,4,11.2,Lv. 11.2
Ultranova,5,13,Lv. 13
Umiyuri Kaiteitan,1,2,Lv. 2
Umiyuri Kaiteitan,2,4,Lv. 4
Umiyuri Kaiteitan,3,6.7,Lv. 6.7
Umiyuri Kaiteitan,4,8.1,Lv. 8.1
Umiyuri Kaiteitan,5,12.4,Lv. 12.4
Unhappy Refrain,1,3,Lv. 3
Unhappy Refrain,2,5,Lv. 5
